mass_A
t;x;y
1.772547778E1;3.330406885E-1;3.344573233E-1
1.772961111E1;3.296543761E-1;3.343704026E-1
1.773377778E1;3.261919925E-1;3.342983028E-1
1.773794444E1;3.226358228E-1;3.342523103E-1
1.774208889E1;3.189827080E-1;3.342219054E-1
1.774623333E1;3.153578084E-1;3.341749431E-1
1.775038889E1;3.117300656E-1;3.340602817E-1
1.775453333E1;3.082116793E-1;3.339619842E-1
1.775868889E1;3.046644038E-1;3.338646530E-1
1.776284444E1;3.011690496E-1;3.337797973E-1
1.776701111E1;2.975714155E-1;3.337088848E-1
1.777114444E1;2.941352916E-1;3.336295731E-1
1.777530000E1;2.905748830E-1;3.335439867E-1
1.777945556E1;2.871904311E-1;3.334681139E-1
1.778360000E1;2.837584768E-1;3.333992075E-1
1.778776667E1;2.801706196E-1;3.333562841E-1
1.779192222E1;2.767311416E-1;3.333055553E-1
1.779606667E1;2.731885846E-1;3.332421629E-1
1.780023333E1;2.697945080E-1;3.331535693E-1
1.780437778E1;2.663863882E-1;3.330507259E-1
1.780853333E1;2.628529331E-1;3.329683229E-1
1.781268889E1;2.594001799E-1;3.328893971E-1
1.781683333E1;2.558299986E-1;3.328069742E-1
1.782098889E1;2.524471364E-1;3.327265418E-1
1.782515556E1;2.490396577E-1;3.326352018E-1
1.782930000E1;2.456189605E-1;3.325547723E-1
1.783345556E1;2.422140818E-1;3.324902000E-1
1.783760000E1;2.386844504E-1;3.324582219E-1
1.784175556E1;2.352248775E-1;3.324224394E-1
1.784591111E1;2.316971247E-1;3.323642051E-1
1.785422222E1;2.248182645E-1;3.321677318E-1
1.786252222E1;2.178490694E-1;3.319937857E-1
1.786665556E1;2.143681050E-1;3.319171012E-1
1.787082222E1;2.109672772E-1;3.318173340E-1
1.787497778E1;2.075063945E-1;3.317391492E-1
1.787913333E1;2.040419689E-1;3.316667175E-1
1.788327778E1;2.006380218E-1;3.316214944E-1
1.789158889E1;1.936526205E-1;3.316985982E-1
1.790403333E1;1.832890771E-1;3.313097842E-1
1.790820000E1;1.798193176E-1;3.312180870E-1
1.791234444E1;1.763654114E-1;3.311648068E-1
1.791654444E1;1.727961806E-1;3.310673319E-1
1.792066667E1;1.693855779E-1;3.309569917E-1
1.792481111E1;1.659539298E-1;3.308639887E-1
1.792896667E1;1.625219922E-1;3.307948412E-1
1.793312222E1;1.590458374E-1;3.307225392E-1
1.793726667E1;1.555888134E-1;3.307097996E-1
1.794142222E1;1.521095537E-1;3.306220994E-1
1.794558889E1;1.486369902E-1;3.305445336E-1
1.794973333E1;1.451942680E-1;3.304354896E-1
1.795387778E1;1.417556126E-1;3.303602068E-1
1.795803333E1;1.382360209E-1;3.302834959E-1
1.796217778E1;1.347684985E-1;3.302060591E-1
1.796635556E1;1.312461551E-1;3.301149395E-1
1.797048889E1;1.278537852E-1;3.300249975E-1
1.797464444E1;1.244211787E-1;3.299416889E-1
1.797880000E1;1.209737459E-1;3.298799977E-1
1.798298889E1;1.175412775E-1;3.298481741E-1
1.798720000E1;1.140101872E-1;3.298614677E-1
1.799125556E1;1.105095875E-1;3.298375602E-1
1.799541111E1;1.069976527E-1;3.296976504E-1
1.799956667E1;1.036793795E-1;3.295562828E-1
1.800372222E1;1.001959055E-1;3.294710529E-1
1.800786667E1;9.662229643E-2;3.293910191E-1
1.801202222E1;9.323723998E-2;3.293311938E-1
1.801617778E1;8.968283399E-2;3.292377115E-1
1.802032222E1;8.621342650E-2;3.291374408E-1
1.802447778E1;8.281784563E-2;3.290562721E-1
1.802863333E1;7.933247975E-2;3.290026258E-1
1.803277778E1;7.589542107E-2;3.290138967E-1
1.803711111E1;7.235857744E-2;3.290151448E-1
1.804110000E1;6.900966171E-2;3.289442901E-1
1.804523333E1;6.550478801E-2;3.288006245E-1
1.804941111E1;6.202157737E-2;3.286720883E-1
1.805356667E1;5.868352282E-2;3.285998301E-1
1.805770000E1;5.503791201E-2;3.285405618E-1
1.806186667E1;5.157807424E-2;3.284751902E-1
1.806601111E1;4.804944752E-2;3.283549475E-1
1.807015556E1;4.460587795E-2;3.282491275E-1
1.807432222E1;4.118120515E-2;3.281764130E-1
1.807847778E1;3.778305991E-2;3.281411650E-1
1.808262222E1;3.429742475E-2;3.281665439E-1
1.808693333E1;3.071954883E-2;3.281734128E-1
1.809093333E1;2.729956773E-2;3.280288148E-1
1.809510000E1;2.376508427E-2;3.278895537E-1
1.809924444E1;2.027146779E-2;3.277685096E-1
1.810338889E1;1.689116925E-2;3.276905172E-1
1.810755556E1;1.332647169E-2;3.276408393E-1
1.811170000E1;9.850430734E-3;3.275585043E-1
1.811583333E1;6.353408775E-3;3.274533699E-1
1.812416667E1;-4.551999434E-4;3.273214986E-1
1.812831111E1;-3.942980920E-3;3.273690986E-1
1.813247778E1;-7.407101576E-3;3.274618236E-1
1.813662222E1;-1.112177491E-2;3.274915069E-1
1.814077778E1;-1.450809147E-2;3.276129817E-1
1.814491111E1;-1.795298414E-2;3.276016100E-1
1.814907778E1;-2.141590080E-2;3.275972792E-1
1.815321111E1;-2.488266132E-2;3.275607757E-1
1.816152222E1;-3.184742946E-2;3.274631455E-1
1.816568889E1;-3.534463691E-2;3.273755686E-1
1.816985556E1;-3.875062976E-2;3.273055866E-1
1.817397778E1;-4.221964405E-2;3.272456307E-1
1.817814444E1;-4.569830086E-2;3.272866970E-1
1.819065556E1;-5.619665937E-2;3.275589668E-1
1.819890000E1;-6.313072684E-2;3.275562907E-1
1.820722222E1;-7.011980521E-2;3.274784662E-1
1.821135556E1;-7.353607234E-2;3.274075972E-1
1.822797778E1;-8.737194831E-2;3.273651224E-1
1.823232222E1;-9.097098349E-2;3.274936837E-1
1.824458889E1;-1.014247318E-1;3.275677290E-1
1.825708889E1;-1.118794436E-1;3.274954586E-1
1.826535556E1;-1.188179600E-1;3.273559020E-1
1.827365556E1;-1.256942501E-1;3.273231945E-1
1.828196667E1;-1.330211627E-1;3.276549078E-1
1.828612222E1;-1.367092497E-1;3.276713776E-1
1.829857778E1;-1.472428054E-1;3.275196501E-1
1.830273333E1;-1.507057148E-1;3.274929822E-1
1.830687778E1;-1.542604198E-1;3.274259406E-1
1.831103333E1;-1.577130810E-1;3.273553378E-1
1.831518889E1;-1.612203448E-1;3.272523909E-1
1.832348889E1;-1.681486247E-1;3.272119745E-1
1.832763333E1;-1.716886872E-1;3.272873438E-1
1.833181111E1;-1.751310198E-1;3.272490674E-1
1.833594444E1;-1.786329450E-1;3.270862406E-1
1.834022222E1;-1.820993061E-1;3.269159420E-1
1.834424444E1;-1.856205063E-1;3.268251951E-1
1.834842222E1;-1.891015941E-1;3.267872544E-1
1.835256667E1;-1.925519944E-1;3.267342493E-1
1.835717778E1;-1.960566807E-1;3.266839821E-1
1.836086667E1;-1.994657748E-1;3.265236374E-1
1.836503333E1;-2.029425496E-1;3.263950330E-1
1.836921111E1;-2.063738199E-1;3.263250080E-1
1.837333333E1;-2.098557013E-1;3.263516847E-1
1.837747778E1;-2.133218002E-1;3.264370499E-1
1.838176667E1;-2.167949875E-1;3.263329229E-1
1.838578889E1;-2.203269409E-1;3.261046160E-1
1.838994444E1;-2.237069285E-1;3.259688997E-1
1.839411111E1;-2.272260522E-1;3.258624662E-1
1.839824444E1;-2.306740443E-1;3.258315695E-1
1.840655556E1;-2.377220115E-1;3.257355054E-1
1.841070000E1;-2.410813269E-1;3.255834570E-1
1.841484444E1;-2.445436445E-1;3.254789809E-1
1.841901111E1;-2.479826434E-1;3.254151116E-1
1.842321111E1;-2.495679308E-1;3.254490141E-1
1.842731111E1;-2.464131623E-1;3.254487803E-1
1.843147778E1;-2.430039297E-1;3.254643522E-1
1.843562222E1;-2.399596338E-1;3.254756348E-1
1.843977778E1;-2.366650244E-1;3.254419285E-1
1.844393333E1;-2.332054519E-1;3.255312071E-1
1.844807778E1;-2.301497591E-1;3.256488541E-1
1.845227778E1;-2.270868318E-1;3.257248369E-1
1.845638889E1;-2.236650285E-1;3.257672434E-1
1.846054444E1;-2.207332668E-1;3.257016316E-1
1.846468889E1;-2.175090486E-1;3.256574353E-1
1.846884444E1;-2.139736814E-1;3.256204737E-1
1.847300000E1;-2.107738578E-1;3.254262692E-1
1.847715556E1;-2.075823055E-1;3.254722620E-1
1.848130000E1;-2.044870992E-1;3.254162229E-1
1.848545556E1;-2.011161925E-1;3.254124546E-1
1.848961111E1;-1.979424629E-1;3.253302868E-1
1.849376667E1;-1.946630795E-1;3.255067979E-1
1.849791111E1;-1.915018939E-1;3.256065482E-1
1.850207778E1;-1.881961748E-1;3.256728223E-1
1.850622222E1;-1.848825833E-1;3.256267613E-1
1.851037778E1;-1.817018229E-1;3.256351641E-1
1.851453333E1;-1.781831177E-1;3.255208377E-1
1.851866667E1;-1.750136141E-1;3.253302750E-1
1.852283333E1;-1.717757324E-1;3.253006662E-1
1.852698889E1;-1.686975243E-1;3.253456762E-1
1.853114444E1;-1.654865925E-1;3.253151243E-1
1.853528889E1;-1.621008102E-1;3.252055082E-1
1.853944444E1;-1.588902165E-1;3.251122035E-1
1.854360000E1;-1.555419239E-1;3.254135089E-1
1.854774444E1;-1.524022333E-1;3.255207985E-1
1.855191111E1;-1.491595586E-1;3.255785754E-1
1.855608889E1;-1.458129455E-1;3.255223113E-1
1.856022222E1;-1.423010608E-1;3.253460271E-1
1.856436667E1;-1.391103236E-1;3.252040670E-1
1.856854444E1;-1.359494095E-1;3.251939016E-1
1.857266667E1;-1.326446378E-1;3.252089500E-1
1.857682222E1;-1.294305107E-1;3.252029640E-1
1.858097778E1;-1.263096275E-1;3.251872477E-1
1.858513333E1;-1.227415728E-1;3.249968402E-1
1.858928889E1;-1.195622819E-1;3.247345129E-1
1.859342222E1;-1.162620997E-1;3.247556950E-1
1.859758889E1;-1.131093314E-1;3.248478591E-1
1.860173333E1;-1.099491588E-1;3.248593470E-1
1.860590000E1;-1.066304171E-1;3.248386858E-1
1.861420000E1;-1.001999135E-1;3.247326163E-1
1.861835556E1;-9.704971404E-2;3.247664369E-1
1.862251111E1;-9.357191772E-2;3.247511470E-1
1.862665556E1;-9.021837156E-2;3.245214101E-1
1.863081111E1;-8.720799664E-2;3.244987280E-1
1.863497778E1;-8.389389719E-2;3.244889570E-1
1.863912222E1;-8.063347953E-2;3.245008347E-1
1.864326667E1;-7.744716940E-2;3.246328868E-1
1.864742222E1;-7.431903870E-2;3.246904823E-1
1.865157778E1;-7.104887425E-2;3.247076664E-1
1.865573333E1;-6.775923189E-2;3.246708504E-1
1.865988889E1;-6.459487388E-2;3.246751638E-1
1.866403333E1;-6.136763554E-2;3.246891731E-1
1.866820000E1;-5.820879987E-2;3.247780438E-1
1.867234444E1;-5.505065614E-2;3.249060980E-1
1.867648889E1;-5.161446533E-2;3.246924258E-1
1.868064444E1;-4.838584708E-2;3.244859886E-1
1.868480000E1;-4.510493941E-2;3.244738485E-1
1.868895556E1;-4.203115101E-2;3.245591724E-1
1.869311111E1;-3.878764839E-2;3.246401837E-1
1.869726667E1;-3.555651738E-2;3.246884317E-1
1.870141111E1;-3.252059153E-2;3.247468159E-1
1.870556667E1;-2.923740346E-2;3.247296420E-1
1.870971111E1;-2.589421744E-2;3.244656113E-1
1.871386667E1;-2.257168041E-2;3.242747479E-1
1.871802222E1;-1.952026990E-2;3.242744973E-1
1.872217778E1;-1.628401585E-2;3.242812436E-1
1.872633333E1;-1.311144360E-2;3.242783948E-1
1.873048889E1;-9.958912783E-3;3.243256181E-1
1.873463333E1;-6.682384478E-3;3.243358164E-1
1.873878889E1;-3.493481720E-3;3.243837036E-1
1.874294444E1;-3.333041010E-4;3.245434601E-1
1.874708889E1;2.849395663E-3;3.246004098E-1
1.875124444E1;5.982066209E-3;3.245432846E-1
1.875540000E1;9.339561251E-3;3.245607190E-1
1.875954444E1;1.260954170E-2;3.244006062E-1
1.876370000E1;1.581951466E-2;3.242391454E-1
1.876785556E1;1.896141734E-2;3.242418020E-1
1.877200000E1;2.206863413E-2;3.242608164E-1
1.877615556E1;2.535899016E-2;3.242615564E-1
1.878031111E1;2.846894477E-2;3.242833427E-1
1.878447778E1;3.156783038E-2;3.242987530E-1
1.878862222E1;3.473833853E-2;3.243670739E-1
1.879277778E1;3.783976383E-2;3.244942673E-1
1.879693333E1;4.104879607E-2;3.245696974E-1
1.880108889E1;4.410208499E-2;3.244953535E-1
1.880524444E1;4.743887497E-2;3.245166201E-1
1.880938889E1;5.052937767E-2;3.245588494E-1
1.881354444E1;5.361445434E-2;3.246572998E-1
1.881770000E1;5.665353349E-2;3.247020066E-1
1.882186667E1;6.007515294E-2;3.245902577E-1
1.882601111E1;6.337476359E-2;3.243327618E-1
1.883015556E1;6.634097080E-2;3.243491313E-1
1.883430000E1;6.967471933E-2;3.243992909E-1
1.883846667E1;7.269459771E-2;3.244869172E-1
1.884260000E1;7.576374940E-2;3.245400190E-1
1.884675556E1;7.912354746E-2;3.246015894E-1
1.885093333E1;8.204724490E-2;3.246122456E-1
1.885507778E1;8.531373400E-2;3.246439042E-1
1.885922222E1;8.850709787E-2;3.246398591E-1
1.886336667E1;9.161069928E-2;3.247362391E-1
1.886753333E1;9.478621292E-2;3.248027530E-1
1.887170000E1;9.791614381E-2;3.247279714E-1
1.887583333E1;1.011720147E-1;3.247437856E-1
1.887998889E1;1.043948888E-1;3.246984898E-1
1.888414444E1;1.076978188E-1;3.245343573E-1
1.888828889E1;1.107455899E-1;3.245682597E-1
1.889244444E1;1.138844838E-1;3.245761140E-1
1.889663333E1;1.172189594E-1;3.246030921E-1
1.890075556E1;1.201561145E-1;3.246183495E-1
1.890490000E1;1.235065117E-1;3.246691294E-1
1.890906667E1;1.266945815E-1;3.247019142E-1
1.891321111E1;1.297230166E-1;3.247656509E-1
1.891736667E1;1.329700127E-1;3.248293308E-1
1.892151111E1;1.360140851E-1;3.248033177E-1
1.892566667E1;1.391594145E-1;3.247938897E-1
1.892983333E1;1.423475035E-1;3.247515429E-1
1.893397778E1;1.455914814E-1;3.249763603E-1
1.893812222E1;1.486593852E-1;3.251637443E-1
1.894226667E1;1.518259643E-1;3.252276313E-1
1.894642222E1;1.550121806E-1;3.253019364E-1
1.895058889E1;1.581793142E-1;3.252579245E-1
1.895474444E1;1.614935680E-1;3.253142823E-1
1.895890000E1;1.645380859E-1;3.254180271E-1
1.896303333E1;1.676945478E-1;3.255251725E-1
1.896720000E1;1.709483831E-1;3.256005827E-1
1.897134444E1;1.740035902E-1;3.256111494E-1
1.897551111E1;1.773984049E-1;3.254157525E-1
1.897966667E1;1.805989686E-1;3.252228226E-1
1.898382222E1;1.837811542E-1;3.252535908E-1
1.898795556E1;1.868254495E-1;3.252839824E-1
1.899211111E1;1.900820909E-1;3.253233218E-1
1.899626667E1;1.932998858E-1;3.253696153E-1
1.900044444E1;1.963914675E-1;3.253783625E-1
1.900457778E1;1.997754358E-1;3.254367289E-1
1.901704444E1;2.093198778E-1;3.255566676E-1
1.902948889E1;2.189810082E-1;3.252944753E-1
1.903780000E1;2.253609019E-1;3.253468647E-1
1.904610000E1;2.318939315E-1;3.253434986E-1
1.905026667E1;2.350767987E-1;3.253648608E-1
1.905442222E1;2.384110297E-1;3.254184331E-1
1.905856667E1;2.415133211E-1;3.254991291E-1
1.906272222E1;2.447559164E-1;3.255600502E-1
1.906696667E1;2.480254698E-1;3.255950396E-1
1.907102222E1;2.512220351E-1;3.256118775E-1
1.907517778E1;2.545491627E-1;3.255569043E-1
1.907932222E1;2.578450709E-1;3.256461181E-1
1.908347778E1;2.611347794E-1;3.258138382E-1
1.908764444E1;2.643380554E-1;3.259452816E-1
1.909178889E1;2.675332718E-1;3.260192781E-1
1.909594444E1;2.709558335E-1;3.260121921E-1
1.910008889E1;2.742252139E-1;3.260608829E-1
1.910424444E1;2.776419646E-1;3.261328210E-1
1.910840000E1;2.807959350E-1;3.262626609E-1
1.911255556E1;2.839742052E-1;3.263413405E-1
1.911675556E1;2.873791327E-1;3.264222433E-1
1.912086667E1;2.907262633E-1;3.264027761E-1
1.912503333E1;2.941151730E-1;3.263907753E-1
1.912915556E1;2.973781636E-1;3.265477659E-1
1.913332222E1;3.005497899E-1;3.266852762E-1
1.913746667E1;3.038454069E-1;3.267679008E-1
1.914161111E1;3.072100134E-1;3.268085063E-1
1.914576667E1;3.106692219E-1;3.267395888E-1
1.914992222E1;3.138878208E-1;3.267882623E-1
1.915406667E1;3.171472045E-1;3.268892253E-1
1.915824444E1;3.204134396E-1;3.270653629E-1
1.916237778E1;3.236570109E-1;3.271190333E-1
1.916653333E1;3.271254094E-1;3.272166955E-1
1.917070000E1;3.304306100E-1;3.272089699E-1
1.917485556E1;3.340718913E-1;3.273041109E-1
1.917902222E1;3.371952769E-1;3.274619642E-1
1.918316667E1;3.404642540E-1;3.275779811E-1
1.918731111E1;3.438220414E-1;3.276804280E-1
1.919146667E1;3.471311453E-1;3.277246467E-1
1.919561111E1;3.506438304E-1;3.277374647E-1
1.919976667E1;3.539122375E-1;3.277927224E-1
1.920392222E1;3.573621216E-1;3.278809795E-1
1.920808889E1;3.606853564E-1;3.279471683E-1
1.921221111E1;3.638664030E-1;3.279438434E-1
1.921637778E1;3.672913706E-1;3.279525968E-1
1.922053333E1;3.705860514E-1;3.278786022E-1
1.922468889E1;3.740988628E-1;3.276749767E-1
1.922883333E1;3.773325964E-1;3.277058164E-1
1.923298889E1;3.805826565E-1;3.277374982E-1
1.923713333E1;3.838450078E-1;3.277744980E-1
1.924130000E1;3.872366061E-1;3.278180727E-1
1.924544444E1;3.906726187E-1;3.278453912E-1
1.924960000E1;3.939809432E-1;3.278698104E-1
1.925375556E1;3.973694309E-1;3.278997784E-1
1.925790000E1;4.005811725E-1;3.279658011E-1
1.926205556E1;4.037625849E-1;3.280053985E-1
1.926622222E1;4.072020210E-1;3.280042288E-1
1.927036667E1;4.104457745E-1;3.279281243E-1
1.927452222E1;4.138952467E-1;3.280006405E-1
1.927866667E1;4.171285229E-1;3.282053003E-1
1.928282222E1;4.202095380E-1;3.283443237E-1
1.928697778E1;4.235756829E-1;3.283669731E-1
1.929113333E1;4.269673062E-1;3.283127347E-1
1.929527778E1;4.303297727E-1;3.283211694E-1
1.929944444E1;4.334136505E-1;3.280699099E-1
1.930361111E1;4.367163001E-1;3.280769796E-1
1.930773333E1;4.400383785E-1;3.281090744E-1
1.931188889E1;4.433369361E-1;3.281334434E-1
1.931605556E1;4.467528216E-1;3.281388474E-1
1.932020000E1;4.498957011E-1;3.281436947E-1
1.932435556E1;4.532258643E-1;3.281404193E-1
1.932850000E1;4.564884453E-1;3.282692421E-1
1.933265556E1;4.594955994E-1;3.283581985E-1
