mass_A
t;x;y
3.599013333E1;1.568272216E-2;2.422552953E-1
3.599427778E1;1.801178546E-2;2.423361887E-1
3.599844444E1;2.039532382E-2;2.423199911E-1
3.600258889E1;2.274356552E-2;2.423228756E-1
3.600674444E1;2.528257497E-2;2.422964666E-1
3.601090000E1;2.777669057E-2;2.423214521E-1
3.601505556E1;3.020330219E-2;2.424927499E-1
3.601918889E1;3.246416059E-2;2.425605737E-1
3.602335556E1;3.483406682E-2;2.426767393E-1
3.602750000E1;3.736754606E-2;2.427205536E-1
3.603165556E1;3.974454686E-2;2.427464869E-1
3.603581111E1;4.214351866E-2;2.427431235E-1
3.603996667E1;4.438405518E-2;2.428701583E-1
3.604412222E1;4.682783212E-2;2.429505397E-1
3.604827778E1;4.935214076E-2;2.429799478E-1
3.605245556E1;5.184567359E-2;2.429493601E-1
3.605660000E1;5.406131420E-2;2.426762756E-1
3.606073333E1;5.646738146E-2;2.424997688E-1
3.606487778E1;5.887258717E-2;2.425622893E-1
3.606903333E1;6.109655965E-2;2.425460102E-1
3.607317778E1;6.345740665E-2;2.425640689E-1
3.607733333E1;6.600431388E-2;2.425848335E-1
3.608148889E1;6.846874385E-2;2.426039887E-1
3.608564444E1;7.079303769E-2;2.426076958E-1
3.608980000E1;7.303655555E-2;2.426816810E-1
3.609395556E1;7.549802071E-2;2.427381015E-1
3.609813333E1;7.800677470E-2;2.427689265E-1
3.610225556E1;8.040555735E-2;2.427620372E-1
3.610641111E1;8.290373773E-2;2.427051547E-1
3.611056667E1;8.518639535E-2;2.428141263E-1
3.611471111E1;8.764758682E-2;2.429461593E-1
3.611887778E1;8.990262959E-2;2.429680339E-1
3.612301111E1;9.212333955E-2;2.430565097E-1
3.612717778E1;9.468762142E-2;2.430814128E-1
3.613134444E1;9.715425100E-2;2.431347717E-1
3.613548889E1;9.954405278E-2;2.432159916E-1
3.613963333E1;1.017793853E-1;2.432468650E-1
3.614380000E1;1.041948308E-1;2.433288647E-1
3.614794444E1;1.067282188E-1;2.433434877E-1
3.615211111E1;1.091709934E-1;2.433523965E-1
3.615625556E1;1.117691710E-1;2.433981873E-1
3.616040000E1;1.140009843E-1;2.434286705E-1
3.616455556E1;1.163560137E-1;2.435887580E-1
3.616872222E1;1.188205559E-1;2.436719090E-1
3.617285556E1;1.210989540E-1;2.436669997E-1
3.617701111E1;1.234564551E-1;2.436956536E-1
3.618116667E1;1.258917447E-1;2.437536287E-1
3.618532222E1;1.283837634E-1;2.438310015E-1
3.618946667E1;1.306248318E-1;2.438379257E-1
3.619363333E1;1.329139330E-1;2.439091158E-1
3.619777778E1;1.354420340E-1;2.439308673E-1
3.620193333E1;1.378927721E-1;2.439469819E-1
3.620608889E1;1.404266028E-1;2.440205494E-1
3.621023333E1;1.426665369E-1;2.440576153E-1
3.621438889E1;1.450002261E-1;2.442032776E-1
3.621854444E1;1.474903511E-1;2.442736619E-1
3.622268889E1;1.499624983E-1;2.443240617E-1
3.622685556E1;1.524393188E-1;2.443377500E-1
3.623100000E1;1.547558640E-1;2.443549611E-1
3.623514444E1;1.571612304E-1;2.444599879E-1
3.623931111E1;1.596152448E-1;2.445374142E-1
3.624344444E1;1.618265488E-1;2.445169398E-1
3.624761111E1;1.642604799E-1;2.445314021E-1
3.625176667E1;1.667060325E-1;2.445354953E-1
3.625592222E1;1.692192118E-1;2.446214464E-1
3.626006667E1;1.716463730E-1;2.447465946E-1
3.626423333E1;1.738325644E-1;2.448042526E-1
3.626836667E1;1.762621401E-1;2.448862178E-1
3.627252222E1;1.787921962E-1;2.449376334E-1
3.627677778E1;1.813455317E-1;2.449682165E-1
3.628083333E1;1.837422385E-1;2.450258712E-1
3.628498889E1;1.861028152E-1;2.450587728E-1
3.628914444E1;1.883915549E-1;2.451458141E-1
3.629328889E1;1.908909388E-1;2.451760941E-1
3.629744444E1;1.934965598E-1;2.451469608E-1
3.630160000E1;1.959848437E-1;2.451500890E-1
3.630575556E1;1.984635169E-1;2.452684641E-1
3.630991111E1;2.007423722E-1;2.453439617E-1
3.631406667E1;2.031018546E-1;2.454698281E-1
3.631821111E1;2.056515259E-1;2.455351678E-1
3.632236667E1;2.080950676E-1;2.455756067E-1
3.632652222E1;2.107043013E-1;2.456105156E-1
3.633067778E1;2.130174344E-1;2.456198753E-1
3.633483333E1;2.153089315E-1;2.457130781E-1
3.633897778E1;2.178222931E-1;2.457746589E-1
3.634313333E1;2.202959946E-1;2.457819205E-1
3.634727778E1;2.229360986E-1;2.457929156E-1
3.635143333E1;2.254618887E-1;2.458346097E-1
3.635558889E1;2.278713006E-1;2.459383054E-1
3.635974444E1;2.302446624E-1;2.460096308E-1
3.636390000E1;2.326376362E-1;2.461055695E-1
3.636805556E1;2.351840734E-1;2.461727820E-1
3.637220000E1;2.377078206E-1;2.462038297E-1
3.637635556E1;2.403150410E-1;2.462490808E-1
3.638051111E1;2.427585333E-1;2.463136429E-1
3.638465556E1;2.450357862E-1;2.463701458E-1
3.638881111E1;2.474073642E-1;2.464272276E-1
3.639297778E1;2.499272315E-1;2.464517036E-1
3.639712222E1;2.525460781E-1;2.464542210E-1
3.640128889E1;2.550759198E-1;2.464716647E-1
3.640543333E1;2.576151819E-1;2.465712502E-1
3.640957778E1;2.600620956E-1;2.466787930E-1
3.641372222E1;2.623706363E-1;2.467163655E-1
3.641788889E1;2.648675789E-1;2.467651731E-1
3.642203333E1;2.673262433E-1;2.468083248E-1
3.642620000E1;2.699253081E-1;2.468699990E-1
3.643034444E1;2.724276218E-1;2.469555239E-1
3.643450000E1;2.748898212E-1;2.470278317E-1
3.643865556E1;2.774747477E-1;2.470797608E-1
3.644280000E1;2.800255716E-1;2.470917347E-1
3.644694444E1;2.827377689E-1;2.471146094E-1
3.645110000E1;2.852069616E-1;2.471486515E-1
3.645528889E1;2.878265287E-1;2.472623726E-1
3.645940000E1;2.901348128E-1;2.473185832E-1
3.646356667E1;2.925033466E-1;2.474040713E-1
3.646772222E1;2.951020093E-1;2.474354127E-1
3.647186667E1;2.976458634E-1;2.474401307E-1
3.647602222E1;3.002253683E-1;2.474992932E-1
3.648016667E1;3.027409936E-1;2.475916986E-1
3.648432222E1;3.052356404E-1;2.476714687E-1
3.648847778E1;3.078247424E-1;2.477126231E-1
3.649264444E1;3.104030044E-1;2.477158105E-1
3.649678889E1;3.131507310E-1;2.477365375E-1
3.650094444E1;3.155986198E-1;2.477848991E-1
3.650512222E1;3.182064110E-1;2.479252197E-1
3.650925556E1;3.206243597E-1;2.479658495E-1
3.651340000E1;3.229124083E-1;2.480464323E-1
3.651762222E1;3.255097550E-1;2.480873587E-1
3.652170000E1;3.280546137E-1;2.481223390E-1
3.652586667E1;3.306254704E-1;2.481799850E-1
3.653001111E1;3.331403287E-1;2.482604021E-1
3.653416667E1;3.356495399E-1;2.483208272E-1
3.653832222E1;3.382814915E-1;2.483769699E-1
3.654246667E1;3.408510099E-1;2.483768556E-1
3.654663333E1;3.435732408E-1;2.484198491E-1
3.655077778E1;3.460534340E-1;2.484948884E-1
3.655493333E1;3.486429305E-1;2.485885397E-1
3.655907778E1;3.510873126E-1;2.486732324E-1
3.656323333E1;3.535136722E-1;2.487002999E-1
3.656740000E1;3.561234455E-1;2.487215004E-1
3.657156667E1;3.584801884E-1;2.487479028E-1
3.657568889E1;3.610452360E-1;2.488018123E-1
3.657985556E1;3.635584368E-1;2.489073002E-1
3.658400000E1;3.660787817E-1;2.489739004E-1
3.658815556E1;3.686882216E-1;2.489988448E-1
3.659231111E1;3.711932012E-1;2.489686689E-1
3.659645556E1;3.739006742E-1;2.490050927E-1
3.660062222E1;3.764133389E-1;2.490696952E-1
3.660476667E1;3.789464914E-1;2.491962236E-1
3.660893333E1;3.814703698E-1;2.492749534E-1
3.661307778E1;3.840512506E-1;2.493324037E-1
3.661723333E1;3.868330076E-1;2.493621203E-1
3.662137778E1;3.893305948E-1;2.494240397E-1
3.662552222E1;3.919458336E-1;2.495013673E-1
3.662968889E1;3.944600618E-1;2.495537983E-1
3.663383333E1;3.969392558E-1;2.495475160E-1
3.663797778E1;3.994312499E-1;2.495739447E-1
3.664214444E1;4.018134600E-1;2.495965689E-1
3.664630000E1;4.044163329E-1;2.496479148E-1
3.665044444E1;4.068930689E-1;2.497819888E-1
3.665461111E1;4.093942905E-1;2.498988104E-1
3.665875556E1;4.119444251E-1;2.499716285E-1
3.666290000E1;4.144758501E-1;2.500139260E-1
3.666705556E1;4.171453058E-1;2.500263089E-1
3.667121111E1;4.196238516E-1;2.500602709E-1
3.667535556E1;4.222728952E-1;2.501406263E-1
3.667952222E1;4.245541348E-1;2.501946438E-1
3.668367778E1;4.269790627E-1;2.502356576E-1
3.668784444E1;4.295515477E-1;2.502547981E-1
3.669196667E1;4.320604618E-1;2.502008633E-1
3.669613333E1;4.346421987E-1;2.502954511E-1
3.670028889E1;4.371262194E-1;2.503865731E-1
3.670444444E1;4.395156020E-1;2.505103523E-1
3.670860000E1;4.420093696E-1;2.505574559E-1
3.671274444E1;4.443869348E-1;2.506004797E-1
3.671688889E1;4.469360986E-1;2.505959963E-1
3.672104444E1;4.493715942E-1;2.506513200E-1
3.672520000E1;4.519008150E-1;2.507658776E-1
3.672934444E1;4.542649602E-1;2.508336713E-1
3.673350000E1;4.566067422E-1;2.508430722E-1
3.673765556E1;4.591138685E-1;2.508698274E-1
3.674182222E1;4.615966168E-1;2.508613626E-1
3.674600000E1;4.641413343E-1;2.509395788E-1
3.675012222E1;4.666183868E-1;2.510548374E-1
3.675428889E1;4.688853567E-1;2.511255786E-1
3.675842222E1;4.712236177E-1;2.511821983E-1
3.676257778E1;4.737207756E-1;2.512052183E-1
3.676675556E1;4.762935497E-1;2.511460276E-1
3.677087778E1;4.787141017E-1;2.512200775E-1
3.677503333E1;4.811382347E-1;2.513514202E-1
3.677918889E1;4.835222533E-1;2.514336057E-1
3.678334444E1;4.859134412E-1;2.515126389E-1
3.678752222E1;4.884627386E-1;2.515428730E-1
3.679164444E1;4.909345834E-1;2.515365572E-1
3.679580000E1;4.934097578E-1;2.516265333E-1
3.679996667E1;4.956656003E-1;2.517076115E-1
3.680410000E1;4.980419469E-1;2.518043801E-1
3.680826667E1;5.005762777E-1;2.518700271E-1
3.681240000E1;5.030218775E-1;2.518739604E-1
3.681658889E1;5.056349571E-1;2.518751340E-1
3.682072222E1;5.078679681E-1;2.518828262E-1
3.682486667E1;5.101941101E-1;2.520230047E-1
3.682902222E1;5.126733502E-1;2.521067257E-1
3.683318889E1;5.150100477E-1;2.521147153E-1
3.683734444E1;5.176528273E-1;2.520882993E-1
3.684147778E1;5.200574102E-1;2.520775120E-1
3.684563333E1;5.224199015E-1;2.521704198E-1
3.684977778E1;5.247943105E-1;2.523062567E-1
3.685393333E1;5.271608541E-1;2.524038308E-1
3.685810000E1;5.296256104E-1;2.524426026E-1
3.686224444E1;5.318933390E-1;2.524322984E-1
3.686640000E1;5.344397308E-1;2.525016094E-1
3.687055556E1;5.368722765E-1;2.525477630E-1
3.687470000E1;5.391413829E-1;2.526029276E-1
3.687886667E1;5.414364401E-1;2.527028226E-1
3.688301111E1;5.438934778E-1;2.527027581E-1
3.688715556E1;5.464567888E-1;2.526768495E-1
3.689131111E1;5.487394089E-1;2.526903376E-1
3.689547778E1;5.510299672E-1;2.528637605E-1
3.689962222E1;5.534477279E-1;2.529770645E-1
3.690377778E1;5.556585990E-1;2.530281322E-1
3.690792222E1;5.580251976E-1;2.530845145E-1
3.691207778E1;5.604574077E-1;2.530857649E-1
3.691623333E1;5.628006574E-1;2.530555235E-1
3.692037778E1;5.616788923E-1;2.531380092E-1
3.692453333E1;5.595400766E-1;2.532186470E-1
3.692870000E1;5.573238046E-1;2.531808254E-1
3.693285556E1;5.552014280E-1;2.531535372E-1
3.693701111E1;5.531192156E-1;2.531273245E-1
3.694115556E1;5.509751235E-1;2.530852284E-1
3.694530000E1;5.486591828E-1;2.530753651E-1
3.694945556E1;5.465498196E-1;2.530870657E-1
3.695362222E1;5.443109687E-1;2.530284810E-1
3.695776667E1;5.422249541E-1;2.529544805E-1
3.696191111E1;5.403264615E-1;2.529000622E-1
3.696606667E1;5.380300178E-1;2.528429803E-1
3.697021111E1;5.359556282E-1;2.528604086E-1
3.697437778E1;5.336603414E-1;2.528483790E-1
3.697853333E1;5.315405622E-1;2.528614310E-1
3.698267778E1;5.293732647E-1;2.527731216E-1
3.698683333E1;5.273902319E-1;2.526979876E-1
3.699098889E1;5.251230840E-1;2.526436737E-1
3.699514444E1;5.229722505E-1;2.526192595E-1
3.699930000E1;5.206808116E-1;2.525486415E-1
3.700345556E1;5.186534761E-1;2.524934631E-1
3.700760000E1;5.164504570E-1;2.524080663E-1
3.701175556E1;5.144166920E-1;2.523454973E-1
3.701592222E1;5.121256235E-1;2.523283450E-1
3.702006667E1;5.099961771E-1;2.523825672E-1
3.702421111E1;5.076634347E-1;2.524531242E-1
3.702836667E1;5.056185878E-1;2.524160480E-1
3.703252222E1;5.033929530E-1;2.523102562E-1
3.703666667E1;5.013356387E-1;2.521958354E-1
3.704082222E1;4.990648869E-1;2.520991202E-1
3.704496667E1;4.968923746E-1;2.521078814E-1
3.704913333E1;4.946546442E-1;2.520179525E-1
3.705328889E1;4.926710855E-1;2.519306787E-1
3.705744444E1;4.903813470E-1;2.518381591E-1
3.706158889E1;4.883850388E-1;2.517746400E-1
3.706573333E1;4.860914751E-1;2.517692125E-1
3.706990000E1;4.839435583E-1;2.518190699E-1
3.707404444E1;4.816177675E-1;2.519677021E-1
3.707820000E1;4.796295064E-1;2.520556719E-1
3.708236667E1;4.773464175E-1;2.521854597E-1
3.708651111E1;4.753131321E-1;2.522299329E-1
3.709065556E1;4.729447277E-1;2.522037784E-1
3.709482222E1;4.708832177E-1;2.521986135E-1
3.709900000E1;4.685743993E-1;2.521530960E-1
3.710311111E1;4.666375369E-1;2.521075339E-1
3.710731111E1;4.643415305E-1;2.520434418E-1
3.711143333E1;4.622618522E-1;2.520119783E-1
3.711557778E1;4.599138773E-1;2.519755706E-1
3.711973333E1;4.578080982E-1;2.520163340E-1
3.712388889E1;4.555047030E-1;2.520038862E-1
3.712803333E1;4.533772205E-1;2.520571046E-1
3.713218889E1;4.512173681E-1;2.519222717E-1
3.713634444E1;4.490088348E-1;2.519294167E-1
3.714051111E1;4.468385145E-1;2.518094516E-1
3.714465556E1;4.445350300E-1;2.517518196E-1
3.714880000E1;4.423509634E-1;2.516783662E-1
3.715295556E1;4.400431087E-1;2.515730698E-1
3.715711111E1;4.380707454E-1;2.515097002E-1
3.716125556E1;4.356487726E-1;2.514571848E-1
3.716542222E1;4.335149084E-1;2.515009523E-1
3.716956667E1;4.312487967E-1;2.515429117E-1
3.717371111E1;4.288997419E-1;2.515696504E-1
3.717787778E1;4.267449961E-1;2.514762546E-1
3.718202222E1;4.244535958E-1;2.513541850E-1
3.718616667E1;4.222055525E-1;2.513850305E-1
3.719033333E1;4.199524020E-1;2.512969420E-1
3.719448889E1;4.175729767E-1;2.512114932E-1
3.719864444E1;4.154441527E-1;2.511324712E-1
3.720278889E1;4.131300165E-1;2.509980001E-1
3.720694444E1;4.111158695E-1;2.509530031E-1
3.721113333E1;4.087564063E-1;2.508862798E-1
3.721524444E1;4.063490520E-1;2.508974424E-1
3.721940000E1;4.040888103E-1;2.509654767E-1
3.722355556E1;4.017814780E-1;2.509353708E-1
3.722771111E1;3.995546951E-1;2.508945708E-1
3.723185556E1;3.973919820E-1;2.507358078E-1
3.723602222E1;3.950202068E-1;2.507184535E-1
3.724016667E1;3.927955426E-1;2.506848174E-1
3.724432222E1;3.904517949E-1;2.505807819E-1
3.724847778E1;3.882061937E-1;2.504945565E-1
3.725263333E1;3.860220323E-1;2.504146870E-1
3.725676667E1;3.835852249E-1;2.503356320E-1
3.726093333E1;3.814957722E-1;2.503141343E-1
3.726508889E1;3.791225094E-1;2.503116499E-1
3.726923333E1;3.766976488E-1;2.503254516E-1
3.727340000E1;3.745840706E-1;2.503394421E-1
3.727754444E1;3.722772790E-1;2.501887434E-1
3.728170000E1;3.699078749E-1;2.501046468E-1
3.728585556E1;3.677084437E-1;2.500993168E-1
3.729001111E1;3.653162618E-1;2.500431648E-1
3.729414444E1;3.628796699E-1;2.499590625E-1
3.729831111E1;3.607867387E-1;2.499140028E-1
3.730246667E1;3.584525474E-1;2.497863373E-1
3.730663333E1;3.562514941E-1;2.497661450E-1
3.731076667E1;3.540277351E-1;2.496953313E-1
3.731491111E1;3.515683777E-1;2.497267980E-1
3.731908889E1;3.493376485E-1;2.498040047E-1
3.732322222E1;3.470793829E-1;2.496942418E-1
3.732737778E1;3.447896663E-1;2.495940328E-1
3.733153333E1;3.425230234E-1;2.495164366E-1
3.733567778E1;3.401565040E-1;2.494574183E-1
3.733983333E1;3.378238222E-1;2.493958408E-1
3.734398889E1;3.355847065E-1;2.493560759E-1
3.734813333E1;3.332490554E-1;2.492444023E-1
3.735230000E1;3.311614318E-1;2.492008932E-1
3.735646667E1;3.288486939E-1;2.491354149E-1
3.736060000E1;3.264300184E-1;2.491239123E-1
3.736475556E1;3.240902406E-1;2.492011272E-1
3.736891111E1;3.218964142E-1;2.491182158E-1
3.737305556E1;3.195206917E-1;2.490103584E-1
3.737721111E1;3.174076927E-1;2.489444629E-1
3.738136667E1;3.150442773E-1;2.488659949E-1
3.738551111E1;3.125838470E-1;2.488229268E-1
3.738966667E1;3.103963269E-1;2.488243920E-1
3.739381111E1;3.080426220E-1;2.487201024E-1
3.739797778E1;3.057035456E-1;2.486432765E-1
3.740213333E1;3.035972129E-1;2.485911677E-1
3.740627778E1;3.011744197E-1;2.485534292E-1
3.741044444E1;2.988641275E-1;2.485710311E-1
3.741460000E1;2.965358070E-1;2.486909209E-1
3.741874444E1;2.942359379E-1;2.486271962E-1
3.742288889E1;2.919465069E-1;2.484762693E-1
3.742705556E1;2.897114581E-1;2.483864456E-1
3.743120000E1;2.873177894E-1;2.482835012E-1
3.743534444E1;2.849632562E-1;2.482442942E-1
3.743951111E1;2.826829388E-1;2.482009729E-1
3.744366667E1;2.803460670E-1;2.481178884E-1
3.744781111E1;2.781977538E-1;2.480640991E-1
3.745196667E1;2.759746616E-1;2.479726447E-1
3.745611111E1;2.736888078E-1;2.479680545E-1
3.746026667E1;2.713873480E-1;2.479968158E-1
3.746443333E1;2.690038116E-1;2.480441781E-1
3.746858889E1;2.666805808E-1;2.480067621E-1
3.747274444E1;2.645028757E-1;2.478812673E-1
3.747688889E1;2.621524099E-1;2.477388789E-1
3.748104444E1;2.599511833E-1;2.477285683E-1
3.748518889E1;2.577156566E-1;2.476581882E-1
3.748934444E1;2.552565777E-1;2.475771379E-1
3.749350000E1;2.532224271E-1;2.475248770E-1
3.749766667E1;2.508459961E-1;2.474266764E-1
3.750180000E1;2.487552835E-1;2.473894749E-1
3.750595556E1;2.464515123E-1;2.473548460E-1
3.751010000E1;2.440848329E-1;2.473593831E-1
3.751426667E1;2.418024374E-1;2.474319119E-1
3.751843333E1;2.395762258E-1;2.473583522E-1
3.752257778E1;2.373543034E-1;2.472770444E-1
3.752674444E1;2.352064238E-1;2.471883526E-1
3.753087778E1;2.328825336E-1;2.471512011E-1
3.753502222E1;2.306211718E-1;2.471288875E-1
3.753918889E1;2.282797854E-1;2.470198353E-1
3.754333333E1;2.261241591E-1;2.469622303E-1
3.754748889E1;2.239321563E-1;2.468455331E-1
3.755163333E1;2.217100624E-1;2.468009741E-1
3.755578889E1;2.194407345E-1;2.468043769E-1
3.755994444E1;2.170313894E-1;2.468062305E-1
3.756410000E1;2.146787463E-1;2.468221002E-1
3.756824444E1;2.124696261E-1;2.467603258E-1
3.757240000E1;2.101975939E-1;2.466398800E-1
3.757660000E1;2.080053508E-1;2.466320360E-1
3.758070000E1;2.057460002E-1;2.465352142E-1
3.758485556E1;2.033448620E-1;2.464794317E-1
3.758902222E1;2.012291426E-1;2.464207425E-1
3.759316667E1;1.988775327E-1;2.463231989E-1
3.759732222E1;1.968929804E-1;2.462753654E-1
3.760146667E1;1.944741439E-1;2.462104948E-1
3.760562222E1;1.921618730E-1;2.461984033E-1
3.760977778E1;1.899293751E-1;2.462621793E-1
3.761394444E1;1.875493386E-1;2.462019570E-1
3.761808889E1;1.853194446E-1;2.462012305E-1
3.762224444E1;1.832105368E-1;2.460266707E-1
3.762637778E1;1.810063823E-1;2.460462639E-1
3.763054444E1;1.787962783E-1;2.459756414E-1
3.763470000E1;1.764010054E-1;2.459266304E-1
3.763885556E1;1.743035555E-1;2.458877489E-1
3.764301111E1;1.719587444E-1;2.457574072E-1
3.764715556E1;1.699673189E-1;2.457060430E-1
3.765130000E1;1.676100079E-1;2.456350808E-1
3.765545556E1;1.653298667E-1;2.456441366E-1
3.765962222E1;1.630437602E-1;2.457142565E-1
3.766375556E1;1.607187164E-1;2.456661539E-1
3.766791111E1;1.585325740E-1;2.456172107E-1
3.767207778E1;1.563326252E-1;2.454520888E-1
3.767623333E1;1.540650820E-1;2.454043243E-1
3.768038889E1;1.517960316E-1;2.454195014E-1
3.768452222E1;1.493975234E-1;2.453381822E-1
3.768868889E1;1.473020067E-1;2.452930867E-1
3.769284444E1;1.450573083E-1;2.451594534E-1
3.769697778E1;1.430145262E-1;2.451171108E-1
3.770114444E1;1.406982979E-1;2.450559576E-1
3.770528889E1;1.382792780E-1;2.450993207E-1
3.770944444E1;1.361114931E-1;2.451699694E-1
3.771360000E1;1.338113953E-1;2.450502069E-1
3.771776667E1;1.317223345E-1;2.449673370E-1
3.772191111E1;1.294412399E-1;2.448307239E-1
3.772606667E1;1.272822076E-1;2.448345752E-1
3.773021111E1;1.250492699E-1;2.447604543E-1
3.773435556E1;1.226948437E-1;2.447009501E-1
3.773853333E1;1.206185676E-1;2.446468593E-1
3.774267778E1;1.183279136E-1;2.445569704E-1
3.774682222E1;1.162522990E-1;2.445356541E-1
3.775097778E1;1.138283429E-1;2.444816826E-1
3.775513333E1;1.115016791E-1;2.445154049E-1
3.775928889E1;1.092579062E-1;2.445472871E-1
3.776344444E1;1.069169078E-1;2.444323763E-1
3.776758889E1;1.048814078E-1;2.443786558E-1
3.777174444E1;1.025730891E-1;2.442692161E-1
3.777590000E1;1.004329334E-1;2.443177402E-1
3.778005556E1;9.813475534E-2;2.442440302E-1
3.778423333E1;9.581666641E-2;2.441723915E-1
3.778835556E1;9.367931682E-2;2.441126169E-1
3.779250000E1;9.138154223E-2;2.439996250E-1
3.779665556E1;8.929858788E-2;2.439658327E-1
3.780080000E1;8.691484881E-2;2.439402426E-1
3.780496667E1;8.459155855E-2;2.439396874E-1
3.780911111E1;8.236152938E-2;2.439828612E-1
3.781327778E1;8.005440702E-2;2.438490070E-1
3.781742222E1;7.800291139E-2;2.437928583E-1
3.782157778E1;7.566515566E-2;2.436857629E-1
3.782573333E1;7.336432332E-2;2.436623579E-1
3.782987778E1;7.113942495E-2;2.436656086E-1
3.783403333E1;6.875439383E-2;2.435858575E-1
3.783820000E1;6.663032030E-2;2.435287458E-1
3.784235556E1;6.440375889E-2;2.434006147E-1
3.784650000E1;6.230399496E-2;2.434068952E-1
3.785064444E1;5.998796510E-2;2.433638785E-1
3.785480000E1;5.757308515E-2;2.433820047E-1
3.785894444E1;5.539296649E-2;2.434532409E-1
3.786311111E1;5.312100721E-2;2.432780067E-1
3.786725556E1;5.095023299E-2;2.432480210E-1
3.787142222E1;4.873310578E-2;2.431313373E-1
3.787556667E1;4.637293188E-2;2.431216937E-1
3.787972222E1;4.417345672E-2;2.431815609E-1
3.788386667E1;4.187717205E-2;2.430103634E-1
3.788802222E1;3.980138943E-2;2.429402174E-1
3.789217778E1;3.749057877E-2;2.428267257E-1
3.789633333E1;3.527175453E-2;2.428369583E-1
3.790047778E1;3.307695210E-2;2.428272036E-1
3.790464444E1;3.065041825E-2;2.428312661E-1
3.790880000E1;2.849558783E-2;2.428648359E-1
3.791294444E1;2.623795338E-2;2.426691023E-1
3.791710000E1;2.409374817E-2;2.426379144E-1
3.792124444E1;2.182676794E-2;2.425465863E-1
3.792538889E1;1.941150525E-2;2.425754908E-1
3.792955556E1;1.721305559E-2;2.425951871E-1
3.793370000E1;1.494635499E-2;2.424100309E-1
3.793785556E1;1.293550947E-2;2.423284077E-1
3.794201111E1;1.060143924E-2;2.422264014E-1
3.794620000E1;8.251062409E-3;2.422051355E-1
3.795033333E1;6.071679234E-3;2.422693434E-1
3.795447778E1;3.638509387E-3;2.422464454E-1
3.795862222E1;1.362258694E-3;2.421694884E-1
3.796277778E1;-7.999712957E-4;2.420827659E-1
3.796693333E1;-3.239646548E-3;2.419886894E-1
3.797107778E1;-5.414003988E-3;2.420303198E-1
3.797523333E1;-7.702984536E-3;2.419709120E-1
3.797940000E1;-1.006714098E-2;2.418972271E-1
3.798353333E1;-1.214802995E-2;2.418142004E-1
3.798768889E1;-1.450248484E-2;2.416918780E-1
3.799184444E1;-1.654694625E-2;2.416674134E-1
3.799601111E1;-1.895654808E-2;2.416356928E-1
3.800015556E1;-2.127924286E-2;2.416974922E-1
3.800431111E1;-2.357090416E-2;2.417822204E-1
3.800846667E1;-2.584107972E-2;2.416041261E-1
3.801261111E1;-2.794651192E-2;2.415529508E-1
3.801676667E1;-3.021545812E-2;2.414246284E-1
3.802092222E1;-3.253000841E-2;2.414277063E-1
3.802507778E1;-3.480294998E-2;2.415348163E-1
3.802922222E1;-3.711358650E-2;2.413721323E-1
3.803336667E1;-3.923100399E-2;2.412464976E-1
3.803753333E1;-4.147593148E-2;2.411067620E-1
3.804168889E1;-4.363270170E-2;2.410845981E-1
3.804584444E1;-4.585249823E-2;2.410721206E-1
3.805000000E1;-4.823098192E-2;2.411045023E-1
3.805414444E1;-5.045600773E-2;2.411593827E-1
3.805830000E1;-5.275789784E-2;2.410334023E-1
3.806244444E1;-5.487375306E-2;2.409493232E-1
3.806662222E1;-5.711304534E-2;2.409058188E-1
3.807075556E1;-5.942052762E-2;2.409562606E-1
3.807491111E1;-6.170481214E-2;2.409701578E-1
3.807906667E1;-6.398919395E-2;2.408254395E-1
3.808322222E1;-6.611485773E-2;2.406620836E-1
3.808736667E1;-6.836288177E-2;2.405432774E-1
3.809152222E1;-7.051688006E-2;2.405190053E-1
3.809567778E1;-7.276541979E-2;2.405164743E-1
3.809982222E1;-7.516148893E-2;2.405626132E-1
3.810396667E1;-7.735117049E-2;2.405139024E-1
3.810813333E1;-7.965185265E-2;2.403697071E-1
3.811227778E1;-8.190292983E-2;2.402848230E-1
3.811642222E1;-8.418032856E-2;2.402815750E-1
3.812060000E1;-8.652310367E-2;2.402917878E-1
3.812475556E1;-8.890917698E-2;2.403126107E-1
3.812891111E1;-9.108919969E-2;2.402289988E-1
3.813305556E1;-9.342487679E-2;2.400600145E-1
3.813720000E1;-9.558084794E-2;2.399959601E-1
3.814137778E1;-9.786013053E-2;2.399537664E-1
3.814551111E1;-1.002835293E-1;2.400499059E-1
3.814965556E1;-1.025477014E-1;2.401372493E-1
3.815381111E1;-1.048036356E-1;2.399957663E-1
3.815796667E1;-1.069523528E-1;2.398288732E-1
3.816211111E1;-1.091493991E-1;2.396888073E-1
3.816627778E1;-1.116137425E-1;2.396800431E-1
3.817043333E1;-1.137034639E-1;2.397181094E-1
3.817457778E1;-1.161040109E-1;2.397199236E-1
3.817874444E1;-1.184609215E-1;2.395711032E-1
3.818288889E1;-1.205349365E-1;2.394502165E-1
3.818703333E1;-1.229769678E-1;2.393757927E-1
3.819118889E1;-1.251920081E-1;2.393800498E-1
3.819534444E1;-1.274004549E-1;2.393668039E-1
3.819950000E1;-1.298506044E-1;2.393497396E-1
3.820365556E1;-1.319870481E-1;2.392873958E-1
3.820781111E1;-1.342800732E-1;2.391455150E-1
